docId,Entity,Start,End,Tag
S0378383911001669-2260,beach,1595,1600,MeasuredEntity
S0378383911001669-2260,beach,1640,1645,MeasuredEntity
S0378383911001669-2260,lowest locations on the beach,1709,1738,MeasuredEntity
S0031405612000728-1621,current investigation,15,36,MeasuredEntity
S0031405612000728-1621,experiment,664,674,MeasuredEntity
S0031405612000728-1621,soils,922,927,MeasuredEntity
S0168945213001805-5026,wild-type cottonwood,14,34,MeasuredEntity
S0168945213001805-5026,wild-type trees,159,174,MeasuredEntity
S0168945213001805-5026,beetle species,437,451,MeasuredEntity
S2213671113001306-885,scale bars,287,297,MeasuredEntity
S0167577X14001256-517,3DAP observation conditions,294,321,MeasuredEntity
S0167577X14001256-517,constant evaporation rate,528,553,MeasuredEntity
S0167577X14001256-517,3DAP observation,691,707,MeasuredEntity
S0925443913003037-1397,mt-tRNAPhe,396,406,MeasuredEntity
S0167577X13006393-787,Ca/P,107,111,MeasuredEntity
S0167577X13006393-787,HA decomposition,152,168,MeasuredEntity
S0167577X13006393-787,deficient HA,197,209,MeasuredEntity
S2211124712002884-682,Scale bar,248,257,MeasuredEntity
S2211124713006475-1195,surviving GFP+ cells,468,488,MeasuredEntity
S2211124713006475-1195,in vivo fiber outgrowth,788,811,MeasuredEntity
S0921818113002245-1571,sediments,88,97,MeasuredEntity
S0921818113002245-1571,vertical slab of relatively undisturbed sediment,221,269,MeasuredEntity
S0921818113002245-1571,cores,467,472,MeasuredEntity
S0921818113002245-1571,cores of sediment,643,660,MeasuredEntity
S0921818113002245-1571,PVC tubes,664,673,MeasuredEntity
S0921818113002245-1571,overlapping cores,816,833,MeasuredEntity
S0921818113002245-1571,sediment,873,881,MeasuredEntity
S0921818113002245-1571,drives,1040,1046,MeasuredEntity
S0921818113002245-1571,sediments,1081,1090,MeasuredEntity
S0921818113002245-1571,sediment,1209,1217,MeasuredEntity
S0925443913001385-1646,isokinetic sucrose gradients,247,275,MeasuredEntity
S0925443913001385-1646,control value,1445,1458,MeasuredEntity
S2213671113001306-907,scale bar,44,53,MeasuredEntity
S2213671113001306-907,scale bar,124,133,MeasuredEntity
S0019103512001388-3081,differential brightness of BS1 in the H filter,47,93,MeasuredEntity
S0019103512001388-3081,discovery image,126,141,MeasuredEntity
S0012821X12004384-1148,Paleocene–Eocene thermal maximum (PETM,42,80,MeasuredEntity
S0012821X12004384-1148,"North Atlantic igneous province (NAIP), the Kilda Basin, and the northern rain belt",187,270,MeasuredEntity
S0012821X12004384-1148,halocline stratification and terrigenous deposition,880,931,MeasuredEntity
S0378112713005288-1948,significant variation in total regeneration densities,182,235,MeasuredEntity
S0378112713005288-1948,total observed variation,276,300,MeasuredEntity
S0378112713005288-1948,significantly greater,424,445,MeasuredEntity
S0378112713005288-1948,No significant difference in regeneration densities,649,700,MeasuredEntity
S016412121300188X-4069,open source calculator bc,19,44,MeasuredEntity
S016412121300188X-4069,9438 lines of code,54,72,MeasuredEntity
S016412121300188X-4069,MSG,197,200,MeasuredEntity
S0038071712001010-1044,small pores,613,624,MeasuredEntity
S0038071712001010-1044,experiment,2587,2597,MeasuredEntity
S0006322312001096-1271,validation study,763,779,MeasuredEntity
S0006322312001096-1271,the questionnaire measures,856,882,MeasuredEntity
S0032063312003054-2483,heavy-ions,37,47,MeasuredEntity
S0378383912000130-3732,beaches,268,275,MeasuredEntity
S0927024813002420-1032,BHJ,421,424,MeasuredEntity
S0927024813002420-1032,planar heterojunction devices,539,568,MeasuredEntity
S0927024813003036-2011,injection level range,151,172,MeasuredEntity
S0927024813003036-2011,samples,497,504,MeasuredEntity
S0927024813003036-2011,close-up flashes,653,669,MeasuredEntity
S0927024813003036-2011,flashes of light,848,864,MeasuredEntity
S0927024813003036-2011,second lifetime measurement,1014,1041,MeasuredEntity
S0927024813003036-2011,lifetime measurements,1148,1169,MeasuredEntity
S0927024813003036-2011,injection level,1885,1900,MeasuredEntity
S0927024813003036-2011,“uncontaminated” samples,1953,1977,MeasuredEntity
S0006322312001096-1221,confidence intervals,283,303,MeasuredEntity
S0006322312001096-1221,risk score,333,343,MeasuredEntity
S0006322312001096-1221,power,442,447,MeasuredEntity
S0006322312001096-1221,significance level,453,471,MeasuredEntity
S0006322312001096-1221,10% increase in the Framingham CVD risk score,508,553,MeasuredEntity
S0006322312001096-1221,depressive symptoms defined by CES-D,559,595,MeasuredEntity
S0006322312001096-1221,antidepressant medication,600,625,MeasuredEntity
S2213158213000582-1327,cortical gray-matter regions,639,667,MeasuredEntity
S2213158213000582-1327,regions,672,679,MeasuredEntity
S2213158213000582-1327,sub-cortical regions,704,724,MeasuredEntity
S2213158213000582-1327,cubic source grid,798,815,MeasuredEntity
S0006322312001096-1136,Whitehall II study,25,43,MeasuredEntity
S0006322312001096-1136,baseline examination,49,69,MeasuredEntity
S0006322312001096-1136,follow-up screenings,79,99,MeasuredEntity
S0006322312001096-1136,5318 participants,205,222,MeasuredEntity
S0006322312001096-1136,Center for Epidemiologic Studies Depression Scale,520,569,MeasuredEntity
S0167880913001229-1021,•SOC stocks,0,11,MeasuredEntity
S0167880913001229-1021,soil,144,148,MeasuredEntity
S016412121300188X-4640,coherent cluster,32,48,MeasuredEntity
S016412121300188X-4640,program's vertices,73,91,MeasuredEntity
S016412121300188X-4640,functions,135,144,MeasuredEntity
S016412121300188X-4640,source files,159,171,MeasuredEntity
S016412121300188X-4640,functions,261,270,MeasuredEntity
S016412121300188X-4640,functions,332,341,MeasuredEntity
S016412121300188X-5038,case studies,230,242,MeasuredEntity
S0960148113005727-1494,measures,30,38,MeasuredEntity
S0960148113005727-1494,annual degradation,102,120,MeasuredEntity
S0038071713001971-1388,OTUs in healthy soils,186,207,MeasuredEntity
S0960148113005727-1181,farm,106,110,MeasuredEntity
S0378383912000130-1054,beach,142,147,MeasuredEntity
S0167880913001229-1304,organic fertilisers,87,106,MeasuredEntity
S0167880913001229-1304,no significant differences,143,169,MeasuredEntity
S0167880913001229-1304,positive correlation,357,377,MeasuredEntity
S0167880913001229-1304,SOC,453,456,MeasuredEntity
S0167880913001229-1304,lower soil depths,575,592,MeasuredEntity
S0167880913001229-1304,SOC,684,687,MeasuredEntity
S0006322312001096-1248,CI,594,596,MeasuredEntity
S2213671113001306-1520,Spectralis,347,357,MeasuredEntity
S2213671113001306-1520,scan,419,423,MeasuredEntity
S2213671113001306-1520,device,433,439,MeasuredEntity
S2213671113001306-1520,Spectralis’,564,575,MeasuredEntity
S2213671113001306-1520,device,732,738,MeasuredEntity
S1359645413009816-2243,LEO 1525 field emission scanning electron microscope,69,121,MeasuredEntity
S1359645413009816-2243,microscopy samples,296,314,MeasuredEntity
S1389128612002496-6138,Rb,188,190,MeasuredEntity
S0006322312001096-1197,indicators (or proxy measures),14,44,MeasuredEntity
S0006322312001096-1197,General Health Questionnaire (GHQ),154,188,MeasuredEntity
S0006322312001096-1197,response categories,376,395,MeasuredEntity
S0006322312001096-1197,GHQ-symptom cases,525,542,MeasuredEntity
S0006322312001096-1197,noncases,564,572,MeasuredEntity
S0006322312001096-1197,GHQ caseness,702,714,MeasuredEntity
S0006322312001096-1197,GHQ,884,887,MeasuredEntity
S0006322312001096-1197,more recent validation,1056,1078,MeasuredEntity
S0006322312001096-1197,subgroup of 274 participants,1087,1115,MeasuredEntity
S0006322312001096-1197,GHQ symptom caseness,1174,1194,MeasuredEntity
S0378383912000130-3755,beach,370,375,MeasuredEntity
S0960148113004989-3327,one cycle,36,45,MeasuredEntity
S0960148113004989-3327,simulation time,151,166,MeasuredEntity
S0960148113004989-3327,distorted ∨ shapes,383,401,MeasuredEntity
S2213671113000738-430,Teratoma formation,6,24,MeasuredEntity
S0019103512003995-1283,empirical model of K10,99,121,MeasuredEntity
S0925443913001385-1429,DMEM medium,40,51,MeasuredEntity
S0950705113001895-23137,U ∪,64,67,MeasuredEntity
S0950705113001895-23137,≠ f(x11,97,104,MeasuredEntity
S0378112713005288-2062,"200,000 seeds",374,387,MeasuredEntity
S0378112713005288-2062,5.9 million seeds,479,496,MeasuredEntity
S1873506113001116-710,aggregates,92,102,MeasuredEntity
S1873506113001116-710,BC1 cells cultured in E8 medium,198,229,MeasuredEntity
S1873506113001116-710,13 passages,273,284,MeasuredEntity
S1873506113001116-710,Flow cytometry plots,307,327,MeasuredEntity
S1873506113001116-710,static suspension,390,407,MeasuredEntity
S1873506113001116-710,Scale bars,613,623,MeasuredEntity
S0378383913001567-2462,JONSWAP spectrum,41,57,MeasuredEntity
S0378112713005288-2036,seed source,683,694,MeasuredEntity
S0019103511004994-1399,Enceladus,0,9,MeasuredEntity
S0019103511004994-1399,Saturn,49,55,MeasuredEntity
S0019103511004994-1399,1RS,114,117,MeasuredEntity
S0019103511004994-1399,Pioneer 11,500,510,MeasuredEntity
S0019103511004994-1399,Voyager 1,519,528,MeasuredEntity
S0019103511004994-1399,Voyager 2,540,549,MeasuredEntity
S0019103511004994-1399,Cassini spacecraft,692,710,MeasuredEntity
S2211124712002884-705,"microglia derived from control, sporadic, and PGRN S116X iPSCs",48,110,MeasuredEntity
S2211124712002884-705,control lines,138,151,MeasuredEntity
S0006322312001096-1202,CES-D,236,241,MeasuredEntity
S0006322312001096-1202,four point scale,398,414,MeasuredEntity
S0006322312001096-1202,total score,520,531,MeasuredEntity
S0006322312001096-1202,defined as having CES-D depressive symptoms,580,623,MeasuredEntity
S0006322312001096-1202,validation study,635,651,MeasuredEntity
S0006322312001096-1202,structured psychiatric interview,784,816,MeasuredEntity
S0016236113008041-3159,bed inventories,233,248,MeasuredEntity
S2213671113000921-714,scale bar,63,72,MeasuredEntity
S1161030113001950-923,classes,1129,1136,MeasuredEntity
S1161030113001950-923,nutrient sufficiency recommendation system,1649,1691,MeasuredEntity
S1161030113001950-923,soil test values,1812,1828,MeasuredEntity
S0019103513005058-3154,Soluble sulfate,144,159,MeasuredEntity
S0019103513005058-3154,soil,383,387,MeasuredEntity
S0019103513005058-3154,perchlorate-sensitive electrode,724,755,MeasuredEntity
S0019103513005058-3154,Viking 1 and Viking 2 landing sites,1667,1702,MeasuredEntity
S0019103513005058-3154,martian meteorite EETA79001,1866,1893,MeasuredEntity
S175058361300203X-1483,upper part,753,763,MeasuredEntity
S175058361300203X-1483,channel sandstones,918,936,MeasuredEntity
S175058361300203X-1483,high porosity sandstone layers,1230,1260,MeasuredEntity
S0927775713009606-1216,diffractometer,68,82,MeasuredEntity
S0927775713009606-1216,2θ,116,118,MeasuredEntity
S0927775713009606-1216,step,191,195,MeasuredEntity
S0927775713009606-1216,Scherrer equation,247,264,MeasuredEntity
S0378383912000130-3601,experiments,334,345,MeasuredEntity
S0378383912000130-3601,beach materials,359,374,MeasuredEntity
S0378383912000130-3601,reservoir,521,530,MeasuredEntity
S0378383912000130-3601,beach,586,591,MeasuredEntity
S0378383912000130-3601,beach,640,645,MeasuredEntity
S0378383912000130-3601,water,658,663,MeasuredEntity
S0378383912000130-3601,groundwater,721,732,MeasuredEntity
S0378383912000130-3601,beach,908,913,MeasuredEntity
S0960148113004989-3258,third scenario,18,32,MeasuredEntity
S0960148113004989-3258,iterations,254,264,MeasuredEntity
S0960148113004989-3258,gradient evaluations,269,289,MeasuredEntity
S0960148113004989-3258,functional evaluations,294,316,MeasuredEntity
S0960148113004989-3258,optimised farm layout,323,344,MeasuredEntity
S0960148113004989-3258,increase,387,395,MeasuredEntity
S0960148113004989-3258,initial layout,419,433,MeasuredEntity
S0006322312001096-1205,participants,33,45,MeasuredEntity
S0927024813002961-1051,main contributors,804,821,MeasuredEntity
S0927024813002961-1051,effects,971,978,MeasuredEntity
S0927024813002961-1051,performance variations,1161,1183,MeasuredEntity
S0927024813002961-1051,different devices,1654,1671,MeasuredEntity
S0012821X12004384-1265,palynology samples,14,32,MeasuredEntity
S0012821X12004384-1265,total material processed,527,551,MeasuredEntity
S0012821X12004384-1265,dried sediment,601,615,MeasuredEntity
S0012821X12004384-1265,dried sediment,699,713,MeasuredEntity
S0012821X12004384-1265,>250 μm fractions,1116,1133,MeasuredEntity
S0012821X12004384-1265,dried sediment,1306,1320,MeasuredEntity
S0012821X12004384-1265,sieve,1363,1368,MeasuredEntity
S095741741101342X-726,AR comparison,0,13,MeasuredEntity
S0038071712001010-944,mycorrhizal growth response,193,220,MeasuredEntity
S0019103512004009-4350,C3 model,493,501,MeasuredEntity
S0019103512004009-4350,C3 model,549,557,MeasuredEntity
S0012821X12004384-1640,Paleocene–Eocene boundary section,102,135,MeasuredEntity
S0012821X12004384-1640,Enhanced halocline stratification and terrigenous input,422,477,MeasuredEntity
S0012821X12004384-1640,location,1202,1210,MeasuredEntity
S0006322312001096-1194,risk,234,238,MeasuredEntity
S0006322312001096-1194,confidence interval [CI],253,277,MeasuredEntity
S0006322312001096-1194,stroke risk score-incident stroke association,297,342,MeasuredEntity
S0006322312001096-1194,CI,357,359,MeasuredEntity
S0006322312001096-1194,CHD risk score-incident CHD association,379,418,MeasuredEntity
S0006322312001096-1194,CVD,474,477,MeasuredEntity
S0006322312001096-1194,CHD,505,508,MeasuredEntity
S0006322312001096-1194,CI,524,526,MeasuredEntity
S0006322312001096-1194,CI,552,554,MeasuredEntity
S1389128612002496-6119,Tb,191,193,MeasuredEntity
S1389128612002496-6119,Tb,314,316,MeasuredEntity
S0378383911001669-1634,water,118,123,MeasuredEntity
S0378383911001669-1634,lens,355,359,MeasuredEntity
S0378383911001669-1634,beach,442,447,MeasuredEntity
S0927024813001955-679,film,21,25,MeasuredEntity
S0927024813001955-679,AALD ZnO layers,261,276,MeasuredEntity
S0927024813001955-679,performance,605,616,MeasuredEntity
S0019103512003995-2737,"stellar XUV flux, or the corresponding alternative heat source",29,91,MeasuredEntity
S0019103512003995-2737,mean temperature,165,181,MeasuredEntity
S0019103512003995-2737,mass,793,797,MeasuredEntity
S0019103512003995-2737,planet’s mass,863,876,MeasuredEntity
S0019103512003995-2737,solar average on HD209458b,997,1023,MeasuredEntity
S2213671113000908-640,cells,74,79,MeasuredEntity
S0378383911001669-1088,Depth time-series and depth-averaged bed-parallel velocity time-series,0,70,MeasuredEntity
S0378383911001669-1088,sand-rough beach,101,117,MeasuredEntity
S0378383911001669-1088,individual events,135,152,MeasuredEntity
S2213671113000921-994,expanded and screened by Southern blotting for homologous recombination events,384,462,MeasuredEntity
S2213671113000921-994,clones,476,482,MeasuredEntity
S2213671113000921-994,clones,698,704,MeasuredEntity
S2213671113000921-994,hSOX2-23,1443,1451,MeasuredEntity
S2213671113000921-994,GFP+ cells,1558,1568,MeasuredEntity
S0016236113008041-3012,oxy-combustion pilot plant,55,81,MeasuredEntity
S0016236113008041-3012,elemental Hg,140,152,MeasuredEntity
S0016236113008041-3012,Cl,199,201,MeasuredEntity
S0019103512001388-1070,H-band slit-viewing VLT images,0,30,MeasuredEntity
S0019103512001388-1070,deeper BS2 feature,523,541,MeasuredEntity
S0168945213001805-4454,study,357,362,MeasuredEntity
S0168945213001805-4454,deciduous forest,368,384,MeasuredEntity
S0168945213001805-4454,free-air enrichment by supplementary CO2 in field plots,495,550,MeasuredEntity
S2213671113000908-810,resulting DE population,705,728,MeasuredEntity
S0019103511004994-996,parameter a,275,286,MeasuredEntity
S0019103511004994-996,upstream velocity,348,365,MeasuredEntity
S0950705113001895-23699,inserting ratio,536,551,MeasuredEntity
S0950705113001895-23699,inserting ratio,705,720,MeasuredEntity
S0950705113001895-23699,inserting ratio,785,800,MeasuredEntity
S0378383911001669-1112,measurement locations,29,50,MeasuredEntity
S0378383911001669-1112,beaches,146,153,MeasuredEntity
S1367912013002277-1213,collected particles,195,214,MeasuredEntity
S0012821X13002185-994,Oi1,91,94,MeasuredEntity
S0012821X13002185-994,primary production,381,399,MeasuredEntity
S0012821X13002185-994,diatom δ30Si,908,920,MeasuredEntity
S0012821X13002185-994,sponge δ30Si,1094,1106,MeasuredEntity
S0012821X13002185-994,Intermediate depth silicic acid concentration,1252,1297,MeasuredEntity
S016412121300188X-4937,coherent clusters,562,579,MeasuredEntity
S016412121300188X-4937,code,632,636,MeasuredEntity
S016412121300188X-4937,code,675,679,MeasuredEntity
S2213158213000582-1340,bandpass filter,36,51,MeasuredEntity
S2213158213000582-1340,VESTAL analyses,65,80,MeasuredEntity
S2213158213000582-1340,gradiometer data using VESTAL,264,293,MeasuredEntity
S2213158213000582-1340,magnetometer data using VESTAL,374,404,MeasuredEntity
S2213158213000582-1340,gradiometer data,516,532,MeasuredEntity
S2213158213000582-1340,magnetometer data,561,578,MeasuredEntity
S016412121300188X-4545,largest clusters of acct,42,66,MeasuredEntity
S016412121300188X-4545,cluster,424,431,MeasuredEntity
S016412121300188X-4545,clusters,475,483,MeasuredEntity
S016412121300188X-4545,rest of the clusters,568,588,MeasuredEntity
S0019103512003533-3306,Saturn,206,212,MeasuredEntity
S0016236113008041-2924,trace elements,66,80,MeasuredEntity
